,SEASON,DATE,HOME/AWAY,TEAM,PTS,TEAM_OPP,PTS_OPP,WIN/LOSS,FG,FGA,FG_PCT,FG3,FG3A,FG3_PCT,FT,FTA,FT_PCT,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG_OPP,FGA_OPP,FG_PCT_OPP,FG3_OPP,FG3A_OPP,FG3_PCT_OPP,FT_OPP,FTA_OPP,FT_PCT_OPP,ORB_OPP,DRB_OPP,TRB_OPP,AST_OPP,STL_OPP,BLK_OPP,TOV_OPP,PF_OPP
0,2020,2019-10-22,AWAY,NOP,122,TOR,130,LOSS,43,102,.422,19,45,.422,17,20,.850,16,37,53,30,4,9,19,34,42,103,.408,14,40,.350,32,38,.842,16,41,57,23,7,3,17,24
0,2020,2019-10-22,HOME,TOR,130,NOP,122,WIN,42,103,.408,14,40,.350,32,38,.842,16,41,57,23,7,3,17,24,43,102,.422,19,45,.422,17,20,.850,16,37,53,30,4,9,19,34
0,2020,2019-10-22,AWAY,LAL,102,LAC,112,LOSS,37,85,.435,13,33,.394,15,21,.714,9,32,41,20,4,7,15,24,42,81,.519,11,31,.355,17,24,.708,11,34,45,24,8,5,14,25
0,2020,2019-10-22,HOME,LAC,112,LAL,102,WIN,42,81,.519,11,31,.355,17,24,.708,11,34,45,24,8,5,14,25,37,85,.435,13,33,.394,15,21,.714,9,32,41,20,4,7,15,24
0,2020,2019-10-23,AWAY,CHI,125,CHO,126,LOSS,49,105,.467,9,30,.300,18,22,.818,20,29,49,25,11,4,12,20,45,88,.511,23,44,.523,13,16,.813,9,32,41,28,3,4,19,18
0,2020,2019-10-23,HOME,CHO,126,CHI,125,WIN,45,88,.511,23,44,.523,13,16,.813,9,32,41,28,3,4,19,18,49,105,.467,9,30,.300,18,22,.818,20,29,49,25,11,4,12,20
0,2020,2019-10-23,AWAY,DET,119,IND,110,WIN,41,78,.526,11,24,.458,26,33,.788,10,35,45,26,5,6,18,21,41,89,.461,8,21,.381,20,24,.833,10,26,36,26,8,6,15,28
0,2020,2019-10-23,HOME,IND,110,DET,119,LOSS,41,89,.461,8,21,.381,20,24,.833,10,26,36,26,8,6,15,28,41,78,.526,11,24,.458,26,33,.788,10,35,45,26,5,6,18,21
0,2020,2019-10-23,AWAY,CLE,85,ORL,94,LOSS,33,88,.375,9,34,.265,10,15,.667,10,44,54,20,8,2,16,15,37,86,.430,9,30,.300,11,19,.579,7,39,46,24,12,4,13,18
0,2020,2019-10-23,HOME,ORL,94,CLE,85,WIN,37,86,.430,9,30,.300,11,19,.579,7,39,46,24,12,4,13,18,33,88,.375,9,34,.265,10,15,.667,10,44,54,20,8,2,16,15
0,2020,2019-10-23,AWAY,MIN,127,BRK,126,WIN,46,108,.426,13,43,.302,22,28,.786,12,40,52,23,9,4,13,22,48,101,.475,15,34,.441,15,26,.577,10,38,48,19,8,9,16,30
