,SEASON,DATE,HOME/AWAY,TEAM,PTS,TEAM_OPP,PTS_OPP,WIN/LOSS,FG,FGA,FG_PCT,FG3,FG3A,FG3_PCT,FT,FTA,FT_PCT,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG_OPP,FGA_OPP,FG_PCT_OPP,FG3_OPP,FG3A_OPP,FG3_PCT_OPP,FT_OPP,FTA_OPP,FT_PCT_OPP,ORB_OPP,DRB_OPP,TRB_OPP,AST_OPP,STL_OPP,BLK_OPP,TOV_OPP,PF_OPP
0,2023,2023-01-01,AWAY,BOS,111,DEN,123,LOSS,40,87,.460,9,33,.273,22,27,.815,10,31,41,30,8,3,13,15,45,79,.570,17,30,.567,16,18,.889,1,34,35,31,5,4,17,17
0,2023,2023-01-01,HOME,DEN,123,BOS,111,WIN,45,79,.570,17,30,.567,16,18,.889,1,34,35,31,5,4,17,17,40,87,.460,9,33,.273,22,27,.815,10,31,41,30,8,3,13,15
0,2023,2023-01-01,AWAY,SAC,108,MEM,118,LOSS,39,96,.406,15,43,.349,15,15,1.000,14,33,47,24,7,4,16,18,46,100,.460,10,32,.313,16,24,.667,21,36,57,25,11,8,12,18
0,2023,2023-01-01,HOME,MEM,118,SAC,108,WIN,46,100,.460,10,32,.313,16,24,.667,21,36,57,25,11,8,12,18,39,96,.406,15,43,.349,15,15,1.000,14,33,47,24,7,4,16,18
0,2023,2023-01-01,AWAY,WAS,118,MIL,95,WIN,50,94,.532,7,27,.259,11,16,.688,12,42,54,29,9,6,18,10,34,96,.354,13,49,.265,14,15,.933,14,30,44,22,11,3,16,15
0,2023,2023-01-01,HOME,MIL,95,WAS,118,LOSS,34,96,.354,13,49,.265,14,15,.933,14,30,44,22,11,3,16,15,50,94,.532,7,27,.259,11,16,.688,12,42,54,29,9,6,18,10
0,2023,2023-01-02,AWAY,PHO,83,NYK,102,LOSS,34,87,.391,10,37,.270,5,7,.714,5,31,36,22,4,0,8,17,36,74,.486,13,33,.394,17,25,.680,5,40,45,26,1,2,8,13
0,2023,2023-01-02,HOME,NYK,102,PHO,83,WIN,36,74,.486,13,33,.394,17,25,.680,5,40,45,26,1,2,8,13,34,87,.391,10,37,.270,5,7,.714,5,31,36,22,4,0,8,17
0,2023,2023-01-02,AWAY,LAL,121,CHO,115,WIN,45,93,.484,10,30,.333,21,30,.700,9,44,53,26,6,5,15,21,42,93,.452,11,32,.344,20,29,.690,8,39,47,24,8,7,14,22
0,2023,2023-01-02,HOME,CHO,115,LAL,121,LOSS,42,93,.452,11,32,.344,20,29,.690,8,39,47,24,8,7,14,22,45,93,.484,10,30,.333,21,30,.700,9,44,53,26,6,5,15,21
0,2023,2023-01-02,AWAY,CHI,134,CLE,145,LOSS,47,95,.495,10,33,.303,30,34,.882,6,36,42,22,8,2,7,33,48,92,.522,16,46,.348,33,45,.733,13,34,47,27,1,3,10,27
0,2023,2023-01-02,HOME,CLE,145,CHI,134,WIN,48,92,.522,16,46,.348,33,45,.733,13,34,47,27,1,3,10,27,47,95,.495,10,33,.303,30,34,.882,6,36,42,22,8,2,7,33
0,2023,2023-01-02,AWAY,TOR,114,IND,122,LOSS,41,91,.451,14,42,.333,18,23,.783,12,24,36,26,5,11,11,27,45,93,.484,10,27,.370,22,26,.846,15,35,50,24,4,2,13,19
