,SEASON,DATE,HOME/AWAY,TEAM,PTS,TEAM_OPP,PTS_OPP,WIN/LOSS,FG,FGA,FG_PCT,FG3,FG3A,FG3_PCT,FT,FTA,FT_PCT,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG_OPP,FGA_OPP,FG_PCT_OPP,FG3_OPP,FG3A_OPP,FG3_PCT_OPP,FT_OPP,FTA_OPP,FT_PCT_OPP,ORB_OPP,DRB_OPP,TRB_OPP,AST_OPP,STL_OPP,BLK_OPP,TOV_OPP,PF_OPP
0,2022,2022-05-01,AWAY,MIL,101,BOS,89,WIN,37,90,.411,12,34,.353,15,21,.714,10,44,54,22,11,5,14,21,28,84,.333,18,50,.360,15,20,.750,10,38,48,21,8,7,18,25
0,2022,2022-05-01,HOME,BOS,89,MIL,101,LOSS,28,84,.333,18,50,.360,15,20,.750,10,38,48,21,8,7,18,25,37,90,.411,12,34,.353,15,21,.714,10,44,54,22,11,5,14,21
0,2022,2022-05-01,AWAY,GSW,117,MEM,116,WIN,45,93,.484,14,38,.368,13,20,.650,16,36,52,31,10,6,18,25,41,95,.432,16,40,.400,18,24,.750,16,30,46,26,11,6,16,19
0,2022,2022-05-01,HOME,MEM,116,GSW,117,LOSS,41,95,.432,16,40,.400,18,24,.750,16,30,46,26,11,6,16,19,45,93,.484,14,38,.368,13,20,.650,16,36,52,31,10,6,18,25
0,2022,2022-05-02,AWAY,PHI,92,MIA,106,LOSS,34,79,.430,6,34,.176,18,20,.900,9,28,37,18,4,6,15,17,40,92,.435,9,36,.250,17,18,.944,15,32,47,21,5,2,13,18
0,2022,2022-05-02,HOME,MIA,106,PHI,92,WIN,40,92,.435,9,36,.250,17,18,.944,15,32,47,21,5,2,13,18,34,79,.430,6,34,.176,18,20,.900,9,28,37,18,4,6,15,17
0,2022,2022-05-02,AWAY,DAL,114,PHO,121,LOSS,40,85,.471,16,39,.410,18,25,.720,7,29,36,16,6,2,9,22,46,91,.505,11,28,.393,18,18,1.000,13,38,51,27,3,6,10,21
0,2022,2022-05-02,HOME,PHO,121,DAL,114,WIN,46,91,.505,11,28,.393,18,18,1.000,13,38,51,27,3,6,10,21,40,85,.471,16,39,.410,18,25,.720,7,29,36,16,6,2,9,22
0,2022,2022-05-03,AWAY,MIL,86,BOS,109,LOSS,34,73,.466,3,18,.167,15,23,.652,5,32,37,16,4,5,17,19,38,80,.475,20,43,.465,13,15,.867,7,33,40,28,10,5,16,23
0,2022,2022-05-03,HOME,BOS,109,MIL,86,WIN,38,80,.475,20,43,.465,13,15,.867,7,33,40,28,10,5,16,23,34,73,.466,3,18,.167,15,23,.652,5,32,37,16,4,5,17,19
0,2022,2022-05-03,AWAY,GSW,101,MEM,106,LOSS,40,95,.421,7,38,.184,14,18,.778,14,38,52,27,6,2,18,20,36,91,.396,14,45,.311,20,21,.952,13,36,49,17,13,6,15,23
0,2022,2022-05-03,HOME,MEM,106,GSW,101,WIN,36,91,.396,14,45,.311,20,21,.952,13,36,49,17,13,6,15,23,40,95,.421,7,38,.184,14,18,.778,14,38,52,27,6,2,18,20
0,2022,2022-05-04,AWAY,PHI,103,MIA,119,LOSS,38,84,.452,8,30,.267,19,22,.864,5,29,34,17,10,4,10,25,40,78,.513,14,29,.483,25,31,.806,8,36,44,25,5,3,14,22
0,2022,2022-05-04,HOME,MIA,119,PHI,103,WIN,40,78,.513,14,29,.483,25,31,.806,8,36,44,25,5,3,14,22,38,84,.452,8,30,.267,19,22,.864,5,29,34,17,10,4,10,25
0,2022,2022-05-04,AWAY,DAL,109,PHO,129,LOSS,36,79,.456,17,41,.415,20,24,.833,7,18,25,19,7,1,17,26,49,76,.645,13,25,.520,18,21,.857,4,30,34,28,6,6,17,28
0,2022,2022-05-04,HOME,PHO,129,DAL,109,WIN,49,76,.645,13,25,.520,18,21,.857,4,30,34,28,6,6,17,28,36,79,.456,17,41,.415,20,24,.833,7,18,25,19,7,1,17,26
0,2022,2022-05-06,AWAY,MIA,79,PHI,99,LOSS,27,77,.351,7,30,.233,18,24,.750,11,25,36,14,11,1,13,22,32,67,.478,16,33,.485,19,22,.864,8,35,43,22,7,3,19,24
0,2022,2022-05-06,HOME,PHI,99,MIA,79,WIN,32,67,.478,16,33,.485,19,22,.864,8,35,43,22,7,3,19,24,27,77,.351,7,30,.233,18,24,.750,11,25,36,14,11,1,13,22
0,2022,2022-05-06,AWAY,PHO,94,DAL,103,LOSS,34,76,.447,13,28,.464,13,15,.867,9,36,45,23,5,1,17,14,40,90,.444,13,39,.333,10,13,.769,8,28,36,25,12,4,8,19
0,2022,2022-05-06,HOME,DAL,103,PHO,94,WIN,40,90,.444,13,39,.333,10,13,.769,8,28,36,25,12,4,8,19,34,76,.447,13,28,.464,13,15,.867,9,36,45,23,5,1,17,14
0,2022,2022-05-07,AWAY,BOS,101,MIL,103,LOSS,32,87,.368,9,33,.273,28,34,.824,11,36,47,23,5,13,12,21,40,99,.404,9,34,.265,14,17,.824,13,40,53,20,8,4,12,27
0,2022,2022-05-07,HOME,MIL,103,BOS,101,WIN,40,99,.404,9,34,.265,14,17,.824,13,40,53,20,8,4,12,27,32,87,.368,9,33,.273,28,34,.824,11,36,47,23,5,13,12,21
0,2022,2022-05-07,AWAY,MEM,112,GSW,142,LOSS,40,92,.435,16,43,.372,16,21,.762,7,23,30,21,7,4,12,20,53,85,.624,17,32,.531,19,21,.905,4,34,38,34,5,4,16,24
0,2022,2022-05-07,HOME,GSW,142,MEM,112,WIN,53,85,.624,17,32,.531,19,21,.905,4,34,38,34,5,4,16,24,40,92,.435,16,43,.372,16,21,.762,7,23,30,21,7,4,12,20
0,2022,2022-05-08,AWAY,PHO,101,DAL,111,LOSS,39,84,.464,9,25,.360,14,18,.778,12,32,44,27,4,4,17,25,38,85,.447,20,44,.455,15,19,.789,10,27,37,22,5,1,11,21
0,2022,2022-05-08,HOME,DAL,111,PHO,101,WIN,38,85,.447,20,44,.455,15,19,.789,10,27,37,22,5,1,11,21,39,84,.464,9,25,.360,14,18,.778,12,32,44,27,4,4,17,25
0,2022,2022-05-08,AWAY,MIA,108,PHI,116,LOSS,38,82,.463,7,35,.200,25,28,.893,5,28,33,24,9,5,13,26,37,68,.544,16,33,.485,26,34,.765,4,28,32,25,5,2,17,24
0,2022,2022-05-08,HOME,PHI,116,MIA,108,WIN,37,68,.544,16,33,.485,26,34,.765,4,28,32,25,5,2,17,24,38,82,.463,7,35,.200,25,28,.893,5,28,33,24,9,5,13,26
0,2022,2022-05-09,AWAY,BOS,116,MIL,108,WIN,42,84,.500,14,37,.378,18,20,.900,4,34,38,25,2,4,11,25,39,94,.415,9,27,.333,21,27,.778,13,35,48,18,6,3,8,17
0,2022,2022-05-09,HOME,MIL,108,BOS,116,LOSS,39,94,.415,9,27,.333,21,27,.778,13,35,48,18,6,3,8,17,42,84,.500,14,37,.378,18,20,.900,4,34,38,25,2,4,11,25
0,2022,2022-05-09,AWAY,MEM,98,GSW,101,LOSS,40,96,.417,9,35,.257,9,15,.600,10,38,48,25,10,10,12,19,36,90,.400,9,37,.243,20,22,.909,10,44,54,25,6,7,16,15
0,2022,2022-05-09,HOME,GSW,101,MEM,98,WIN,36,90,.400,9,37,.243,20,22,.909,10,44,54,25,6,7,16,15,40,96,.417,9,35,.257,9,15,.600,10,38,48,25,10,10,12,19
0,2022,2022-05-10,AWAY,PHI,85,MIA,120,LOSS,31,85,.365,9,32,.281,14,15,.933,10,26,36,14,8,2,16,19,45,84,.536,13,33,.394,17,23,.739,8,38,46,26,8,4,11,13
0,2022,2022-05-10,HOME,MIA,120,PHI,85,WIN,45,84,.536,13,33,.394,17,23,.739,8,38,46,26,8,4,11,13,31,85,.365,9,32,.281,14,15,.933,10,26,36,14,8,2,16,19
0,2022,2022-05-10,AWAY,DAL,80,PHO,110,LOSS,27,71,.380,8,32,.250,18,27,.667,6,32,38,9,7,0,18,21,43,87,.494,12,32,.375,12,16,.750,12,38,50,28,10,2,12,23
0,2022,2022-05-10,HOME,PHO,110,DAL,80,WIN,43,87,.494,12,32,.375,12,16,.750,12,38,50,28,10,2,12,23,27,71,.380,8,32,.250,18,27,.667,6,32,38,9,7,0,18,21
