,SEASON,DATE,HOME/AWAY,TEAM,PTS,TEAM_OPP,PTS_OPP,WIN/LOSS,FG,FGA,FG_PCT,FG3,FG3A,FG3_PCT,FT,FTA,FT_PCT,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG_OPP,FGA_OPP,FG_PCT_OPP,FG3_OPP,FG3A_OPP,FG3_PCT_OPP,FT_OPP,FTA_OPP,FT_PCT_OPP,ORB_OPP,DRB_OPP,TRB_OPP,AST_OPP,STL_OPP,BLK_OPP,TOV_OPP,PF_OPP
0,2022,2021-11-01,AWAY,CLE,113,CHO,110,WIN,39,90,.433,9,28,.321,26,38,.684,17,32,49,21,12,7,16,14,42,101,.416,15,39,.385,11,15,.733,20,26,46,27,12,12,17,23
0,2022,2021-11-01,HOME,CHO,110,CLE,113,LOSS,42,101,.416,15,39,.385,11,15,.733,20,26,46,27,12,12,17,23,39,90,.433,9,28,.321,26,38,.684,17,32,49,21,12,7,16,14
0,2022,2021-11-01,AWAY,SAS,118,IND,131,LOSS,47,89,.528,14,28,.500,10,14,.714,8,28,36,34,6,4,17,9,52,91,.571,18,38,.474,9,12,.750,10,29,39,37,11,4,16,19
0,2022,2021-11-01,HOME,IND,131,SAS,118,WIN,52,91,.571,18,38,.474,9,12,.750,10,29,39,37,11,4,16,19,47,89,.528,14,28,.500,10,14,.714,8,28,36,34,6,4,17,9
0,2022,2021-11-01,AWAY,POR,103,PHI,113,LOSS,40,84,.476,12,34,.353,11,18,.611,13,32,45,21,5,2,15,15,43,83,.518,13,36,.361,14,16,.875,7,27,34,34,11,6,11,18
0,2022,2021-11-01,HOME,PHI,113,POR,103,WIN,43,83,.518,13,36,.361,14,16,.875,7,27,34,34,11,6,11,18,40,84,.476,12,34,.353,11,18,.611,13,32,45,21,5,2,15,15
0,2022,2021-11-01,AWAY,WAS,111,ATL,118,LOSS,41,86,.477,13,39,.333,16,16,1.000,7,29,36,27,7,4,12,24,38,83,.458,13,34,.382,29,29,1.000,13,34,47,24,9,5,11,17
0,2022,2021-11-01,HOME,ATL,118,WAS,111,WIN,38,83,.458,13,34,.382,29,29,1.000,13,34,47,24,9,5,11,17,41,86,.477,13,39,.333,16,16,1.000,7,29,36,27,7,4,12,24
0,2022,2021-11-01,AWAY,CHI,128,BOS,114,WIN,49,86,.570,13,31,.419,17,18,.944,10,40,50,30,7,8,18,19,42,96,.438,15,33,.455,15,20,.750,13,25,38,20,10,1,9,15
0,2022,2021-11-01,HOME,BOS,114,CHI,128,LOSS,42,96,.438,15,33,.455,15,20,.750,13,25,38,20,10,1,9,15,49,86,.570,13,31,.419,17,18,.944,10,40,50,30,7,8,18,19
0,2022,2021-11-01,AWAY,TOR,113,NYK,104,WIN,43,99,.434,14,42,.333,13,14,.929,13,35,48,24,12,4,9,20,35,76,.461,16,38,.421,18,24,.750,7,34,41,20,3,4,17,13
0,2022,2021-11-01,HOME,NYK,104,TOR,113,LOSS,35,76,.461,16,38,.421,18,24,.750,7,34,41,20,3,4,17,13,43,99,.434,14,42,.333,13,14,.929,13,35,48,24,12,4,9,20
