,SEASON,DATE,HOME/AWAY,TEAM,PTS,TEAM_OPP,PTS_OPP,WIN/LOSS,FG,FGA,FG_PCT,FG3,FG3A,FG3_PCT,FT,FTA,FT_PCT,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG_OPP,FGA_OPP,FG_PCT_OPP,FG3_OPP,FG3A_OPP,FG3_PCT_OPP,FT_OPP,FTA_OPP,FT_PCT_OPP,ORB_OPP,DRB_OPP,TRB_OPP,AST_OPP,STL_OPP,BLK_OPP,TOV_OPP,PF_OPP
0,2022,2022-01-01,AWAY,NOP,113,MIL,136,LOSS,39,95,.411,16,51,.314,19,30,.633,14,36,50,28,10,5,15,16,49,92,.533,23,48,.479,15,18,.833,4,44,48,27,10,4,14,20
0,2022,2022-01-01,HOME,MIL,136,NOP,113,WIN,49,92,.533,23,48,.479,15,18,.833,4,44,48,27,10,4,14,20,39,95,.411,16,51,.314,19,30,.633,14,36,50,28,10,5,15,16
0,2022,2022-01-01,AWAY,SAS,116,DET,117,LOSS,42,102,.412,12,40,.300,20,28,.714,13,35,48,30,8,3,17,27,41,101,.406,9,35,.257,26,33,.788,22,41,63,18,12,6,21,23
0,2022,2022-01-01,HOME,DET,117,SAS,116,WIN,41,101,.406,9,35,.257,26,33,.788,22,41,63,18,12,6,21,23,42,102,.412,12,40,.300,20,28,.714,13,35,48,30,8,3,17,27
0,2022,2022-01-01,AWAY,CHI,120,WAS,119,WIN,41,84,.488,17,34,.500,21,25,.840,6,38,44,17,4,4,15,24,46,87,.529,6,27,.222,21,26,.808,6,37,43,26,9,3,12,22
0,2022,2022-01-01,HOME,WAS,119,CHI,120,LOSS,46,87,.529,6,27,.222,21,26,.808,6,37,43,26,9,3,12,22,41,84,.488,17,34,.500,21,25,.840,6,38,44,17,4,4,15,24
0,2022,2022-01-01,AWAY,LAC,120,BRK,116,WIN,42,86,.488,14,36,.389,22,31,.710,7,33,40,23,7,6,11,19,42,97,.433,11,33,.333,21,25,.840,17,40,57,26,9,2,15,20
0,2022,2022-01-01,HOME,BRK,116,LAC,120,LOSS,42,97,.433,11,33,.333,21,25,.840,17,40,57,26,9,2,15,20,42,86,.488,14,36,.389,22,31,.710,7,33,40,23,7,6,11,19
0,2022,2022-01-01,AWAY,DEN,124,HOU,111,WIN,46,86,.535,10,32,.313,22,27,.815,13,33,46,33,10,6,18,23,37,85,.435,16,42,.381,21,24,.875,13,23,36,20,10,4,18,24
0,2022,2022-01-01,HOME,HOU,111,DEN,124,LOSS,37,85,.435,16,42,.381,21,24,.875,13,23,36,20,10,4,18,24,46,86,.535,10,32,.313,22,27,.815,13,33,46,33,10,6,18,23
0,2022,2022-01-01,AWAY,GSW,123,UTA,116,WIN,46,86,.535,17,32,.531,14,21,.667,7,33,40,39,10,2,15,24,40,92,.435,14,44,.318,22,28,.786,15,30,45,19,7,0,13,21
0,2022,2022-01-01,HOME,UTA,116,GSW,123,LOSS,40,92,.435,14,44,.318,22,28,.786,15,30,45,19,7,0,13,21,46,86,.535,17,32,.531,14,21,.667,7,33,40,39,10,2,15,24
0,2022,2022-01-02,AWAY,NYK,105,TOR,120,LOSS,35,78,.449,12,36,.333,23,28,.821,7,23,30,22,11,4,18,26,41,86,.477,13,34,.382,25,30,.833,11,33,44,21,9,5,17,27
0,2022,2022-01-02,HOME,TOR,120,NYK,105,WIN,41,86,.477,13,34,.382,25,30,.833,11,33,44,21,9,5,17,27,35,78,.449,12,36,.333,23,28,.821,7,23,30,22,11,4,18,26
0,2022,2022-01-02,AWAY,ORL,111,BOS,116,LOSS,40,95,.421,9,27,.333,22,27,.815,10,35,45,17,12,3,16,24,39,86,.453,13,36,.361,25,28,.893,9,37,46,25,5,10,22,23
0,2022,2022-01-02,HOME,BOS,116,ORL,111,WIN,39,86,.453,13,36,.361,25,28,.893,9,37,46,25,5,10,22,23,40,95,.421,9,27,.333,22,27,.815,10,35,45,17,12,3,16,24
0,2022,2022-01-02,AWAY,IND,104,CLE,108,LOSS,37,83,.446,19,46,.413,11,14,.786,9,30,39,24,6,6,14,24,41,88,.466,6,26,.231,20,28,.714,12,36,48,26,6,4,11,11
0,2022,2022-01-02,HOME,CLE,108,IND,104,WIN,41,88,.466,6,26,.231,20,28,.714,12,36,48,26,6,4,11,11,37,83,.446,19,46,.413,11,14,.786,9,30,39,24,6,6,14,24
0,2022,2022-01-02,AWAY,MIA,113,SAC,115,LOSS,46,105,.438,9,33,.273,12,12,1.000,18,31,49,26,4,3,9,18,40,78,.513,13,34,.382,22,27,.815,7,32,39,31,3,2,16,18
0,2022,2022-01-02,HOME,SAC,115,MIA,113,WIN,40,78,.513,13,34,.382,22,27,.815,7,32,39,31,3,2,16,18,46,105,.438,9,33,.273,12,12,1.000,18,31,49,26,4,3,9,18
0,2022,2022-01-02,AWAY,PHO,133,CHO,99,WIN,52,103,.505,17,41,.415,12,12,1.000,14,39,53,36,15,4,17,21,39,85,.459,9,35,.257,12,21,.571,5,29,34,27,10,9,18,15
0,2022,2022-01-02,HOME,CHO,99,PHO,133,LOSS,39,85,.459,9,35,.257,12,21,.571,5,29,34,27,10,9,18,15,52,103,.505,17,41,.415,12,12,1.000,14,39,53,36,15,4,17,21
0,2022,2022-01-02,AWAY,DAL,95,OKC,86,WIN,38,85,.447,14,39,.359,5,7,.714,7,41,48,28,9,3,16,12,35,85,.412,10,30,.333,6,9,.667,7,34,41,20,11,4,11,16
0,2022,2022-01-02,HOME,OKC,86,DAL,95,LOSS,35,85,.412,10,30,.333,6,9,.667,7,34,41,20,11,4,11,16,38,85,.447,14,39,.359,5,7,.714,7,41,48,28,9,3,16,12
0,2022,2022-01-02,AWAY,MIN,103,LAL,108,LOSS,41,92,.446,9,38,.237,12,16,.750,20,36,56,21,9,2,24,22,36,75,.480,13,41,.317,23,29,.793,4,24,28,20,13,5,18,16
0,2022,2022-01-02,HOME,LAL,108,MIN,103,WIN,36,75,.480,13,41,.317,23,29,.793,4,24,28,20,13,5,18,16,41,92,.446,9,38,.237,12,16,.750,20,36,56,21,9,2,24,22
0,2022,2022-01-03,AWAY,HOU,113,PHI,133,LOSS,37,89,.416,15,44,.341,24,33,.727,11,31,42,25,6,4,11,16,50,96,.521,17,40,.425,16,17,.941,12,42,54,33,7,7,14,21
0,2022,2022-01-03,HOME,PHI,133,HOU,113,WIN,50,96,.521,17,40,.425,16,17,.941,12,42,54,33,7,7,14,21,37,89,.416,15,44,.341,24,33,.727,11,31,42,25,6,4,11,16
0,2022,2022-01-03,AWAY,CHO,121,WAS,124,LOSS,50,104,.481,14,38,.368,7,13,.538,13,32,45,28,14,5,9,22,40,87,.460,16,38,.421,28,31,.903,10,41,51,26,5,4,15,12
