,SEASON,DATE,HOME/AWAY,TEAM,PTS,TEAM_OPP,PTS_OPP,WIN/LOSS,FG,FGA,FG_PCT,FG3,FG3A,FG3_PCT,FT,FTA,FT_PCT,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG_OPP,FGA_OPP,FG_PCT_OPP,FG3_OPP,FG3A_OPP,FG3_PCT_OPP,FT_OPP,FTA_OPP,FT_PCT_OPP,ORB_OPP,DRB_OPP,TRB_OPP,AST_OPP,STL_OPP,BLK_OPP,TOV_OPP,PF_OPP
0,2019,2019-02-01,AWAY,MEM,92,CHO,100,LOSS,35,80,.438,9,29,.310,13,17,.765,9,31,40,23,8,3,14,22,32,73,.438,12,29,.414,24,28,.857,6,34,40,15,6,7,12,17
0,2019,2019-02-01,HOME,CHO,100,MEM,92,WIN,32,73,.438,12,29,.414,24,28,.857,6,34,40,15,6,7,12,17,35,80,.438,9,29,.310,13,17,.765,9,31,40,23,8,3,14,22
0,2019,2019-02-01,AWAY,BOS,113,NYK,99,WIN,46,100,.460,13,37,.351,8,10,.800,11,32,43,25,11,7,7,18,39,86,.453,9,31,.290,12,12,1.000,8,40,48,21,2,2,18,15
0,2019,2019-02-01,HOME,NYK,99,BOS,113,LOSS,39,86,.453,9,31,.290,12,12,1.000,8,40,48,21,2,2,18,15,46,100,.460,13,37,.351,8,10,.800,11,32,43,25,11,7,7,18
0,2019,2019-02-01,AWAY,OKC,118,MIA,102,WIN,44,91,.484,16,30,.533,14,19,.737,13,37,50,23,10,4,15,20,41,92,.446,11,36,.306,9,14,.643,11,36,47,28,7,2,18,17
0,2019,2019-02-01,HOME,MIA,102,OKC,118,LOSS,41,92,.446,11,36,.306,9,14,.643,11,36,47,28,7,2,18,17,44,91,.484,16,30,.533,14,19,.737,13,37,50,23,10,4,15,20
0,2019,2019-02-01,AWAY,ATL,112,UTA,128,LOSS,39,98,.398,14,46,.304,20,24,.833,8,32,40,23,11,4,11,27,46,87,.529,12,35,.343,24,30,.800,11,40,51,31,4,6,15,22
0,2019,2019-02-01,HOME,UTA,128,ATL,112,WIN,46,87,.529,12,35,.343,24,30,.800,11,40,51,31,4,6,15,22,39,98,.398,14,46,.304,20,24,.833,8,32,40,23,11,4,11,27
0,2019,2019-02-01,AWAY,HOU,122,DEN,136,LOSS,45,85,.529,16,44,.364,16,21,.762,11,19,30,23,6,3,10,24,51,82,.622,14,31,.452,20,23,.870,10,26,36,37,7,4,8,14
0,2019,2019-02-01,HOME,DEN,136,HOU,122,WIN,51,82,.622,14,31,.452,20,23,.870,10,26,36,37,7,4,8,14,45,85,.529,16,44,.364,16,21,.762,11,19,30,23,6,3,10,24
0,2019,2019-02-02,AWAY,LAC,111,DET,101,WIN,40,82,.488,10,20,.500,21,34,.618,11,36,47,22,5,4,13,24,35,83,.422,17,42,.405,14,20,.700,7,31,38,21,6,4,14,27
0,2019,2019-02-02,HOME,DET,101,LAC,111,LOSS,35,83,.422,17,42,.405,14,20,.700,7,31,38,21,6,4,14,27,40,82,.488,10,20,.500,21,34,.618,11,36,47,22,5,4,13,24
0,2019,2019-02-02,AWAY,CHI,118,CHO,125,LOSS,42,81,.519,9,24,.375,25,25,1.000,8,31,39,20,4,2,10,20,43,82,.524,14,32,.438,25,29,.862,9,27,36,25,6,2,7,21
0,2019,2019-02-02,HOME,CHO,125,CHI,118,WIN,43,82,.524,14,32,.438,25,29,.862,9,27,36,25,6,2,7,21,42,81,.519,9,24,.375,25,25,1.000,8,31,39,20,4,2,10,20
0,2019,2019-02-02,AWAY,BRK,89,ORL,102,LOSS,33,91,.363,10,38,.263,13,16,.813,8,42,50,23,6,2,19,11,41,94,.436,10,27,.370,10,12,.833,7,42,49,25,11,8,14,17
