,SEASON,DATE,HOME/AWAY,TEAM,PTS,TEAM_OPP,PTS_OPP,WIN/LOSS,FG,FGA,FG_PCT,FG3,FG3A,FG3_PCT,FT,FTA,FT_PCT,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG_OPP,FGA_OPP,FG_PCT_OPP,FG3_OPP,FG3A_OPP,FG3_PCT_OPP,FT_OPP,FTA_OPP,FT_PCT_OPP,ORB_OPP,DRB_OPP,TRB_OPP,AST_OPP,STL_OPP,BLK_OPP,TOV_OPP,PF_OPP
0,2022,2021-12-01,AWAY,ATL,114,IND,111,WIN,44,86,.512,16,33,.485,10,12,.833,7,34,41,24,4,8,13,15,44,90,.489,10,33,.303,13,16,.813,8,32,40,23,8,4,10,18
0,2022,2021-12-01,HOME,IND,111,ATL,114,LOSS,44,90,.489,10,33,.303,13,16,.813,8,32,40,23,8,4,10,18,44,86,.512,16,33,.485,10,12,.833,7,34,41,24,4,8,13,15
0,2022,2021-12-01,AWAY,DEN,103,ORL,108,LOSS,39,80,.488,10,34,.294,15,21,.714,1,34,35,22,5,4,15,19,44,81,.543,6,27,.222,14,19,.737,1,38,39,26,8,6,13,15
0,2022,2021-12-01,HOME,ORL,108,DEN,103,WIN,44,81,.543,6,27,.222,14,19,.737,1,38,39,26,8,6,13,15,39,80,.488,10,34,.294,15,21,.714,1,34,35,22,5,4,15,19
0,2022,2021-12-01,AWAY,MIN,107,WAS,115,LOSS,37,88,.420,11,37,.297,22,26,.846,12,27,39,15,3,6,13,23,45,91,.495,10,32,.313,15,21,.714,14,38,52,34,6,7,14,23
0,2022,2021-12-01,HOME,WAS,115,MIN,107,WIN,45,91,.495,10,32,.313,15,21,.714,14,38,52,34,6,7,14,23,37,88,.420,11,37,.297,22,26,.846,12,27,39,15,3,6,13,23
0,2022,2021-12-01,AWAY,PHI,87,BOS,88,LOSS,33,89,.371,8,31,.258,13,17,.765,8,38,46,20,7,9,7,17,33,79,.418,11,28,.393,11,15,.733,4,42,46,18,5,8,13,15
0,2022,2021-12-01,HOME,BOS,88,PHI,87,WIN,33,79,.418,11,28,.393,11,15,.733,4,42,46,18,5,8,13,15,33,89,.371,8,31,.258,13,17,.765,8,38,46,20,7,9,7,17
0,2022,2021-12-01,AWAY,CLE,111,MIA,85,WIN,37,68,.544,16,31,.516,21,23,.913,6,40,46,27,8,14,21,15,32,85,.376,12,37,.324,9,13,.692,9,19,28,21,8,4,13,17
0,2022,2021-12-01,HOME,MIA,85,CLE,111,LOSS,32,85,.376,12,37,.324,9,13,.692,9,19,28,21,8,4,13,17,37,68,.544,16,31,.516,21,23,.913,6,40,46,27,8,14,21,15
