,SEASON,DATE,HOME/AWAY,TEAM,PTS,TEAM_OPP,PTS_OPP,WIN/LOSS,FG,FGA,FG_PCT,FG3,FG3A,FG3_PCT,FT,FTA,FT_PCT,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG_OPP,FGA_OPP,FG_PCT_OPP,FG3_OPP,FG3A_OPP,FG3_PCT_OPP,FT_OPP,FTA_OPP,FT_PCT_OPP,ORB_OPP,DRB_OPP,TRB_OPP,AST_OPP,STL_OPP,BLK_OPP,TOV_OPP,PF_OPP
0,2024,2024-01-01,AWAY,MIN,106,NYK,112,LOSS,36,76,.474,11,28,.393,23,29,.793,4,30,34,19,6,4,14,22,39,89,.438,12,34,.353,22,28,.786,16,33,49,23,7,4,15,24
0,2024,2024-01-01,HOME,NYK,112,MIN,106,WIN,39,89,.438,12,34,.353,22,28,.786,16,33,49,23,7,4,15,24,36,76,.474,11,28,.393,23,29,.793,4,30,34,19,6,4,14,22
0,2024,2024-01-01,AWAY,CLE,121,TOR,124,LOSS,43,89,.483,12,36,.333,23,26,.885,6,37,43,25,9,2,9,29,42,87,.483,11,30,.367,29,40,.725,10,37,47,25,5,4,11,22
0,2024,2024-01-01,HOME,TOR,124,CLE,121,WIN,42,87,.483,11,30,.367,29,40,.725,10,37,47,25,5,4,11,22,43,89,.483,12,36,.333,23,26,.885,6,37,43,25,9,2,9,29
0,2024,2024-01-01,AWAY,DET,113,HOU,136,LOSS,40,83,.482,13,29,.448,20,27,.741,10,27,37,27,3,4,18,21,51,91,.560,15,35,.429,19,24,.792,6,33,39,34,11,1,10,19
0,2024,2024-01-01,HOME,HOU,136,DET,113,WIN,51,91,.560,15,35,.429,19,24,.792,6,33,39,34,11,1,10,19,40,83,.482,13,29,.448,20,27,.741,10,27,37,27,3,4,18,21
0,2024,2024-01-01,AWAY,IND,122,MIL,113,WIN,43,97,.443,5,35,.143,31,38,.816,14,38,52,23,7,5,7,24,41,93,.441,10,40,.250,21,26,.808,8,38,46,27,4,8,11,26
0,2024,2024-01-01,HOME,MIL,113,IND,122,LOSS,41,93,.441,10,40,.250,21,26,.808,8,38,46,27,4,8,11,26,43,97,.443,5,35,.143,31,38,.816,14,38,52,23,7,5,7,24
0,2024,2024-01-01,AWAY,CHO,93,DEN,111,LOSS,36,86,.419,10,26,.385,11,16,.688,8,37,45,24,4,5,14,15,41,83,.494,15,38,.395,14,18,.778,4,40,44,27,9,9,11,15
0,2024,2024-01-01,HOME,DEN,111,CHO,93,WIN,41,83,.494,15,38,.395,14,18,.778,4,40,44,27,9,9,11,15,36,86,.419,10,26,.385,11,16,.688,8,37,45,24,4,5,14,15
