,SEASON,DATE,HOME/AWAY,TEAM,PTS,TEAM_OPP,PTS_OPP,WIN/LOSS,FG,FGA,FG_PCT,FG3,FG3A,FG3_PCT,FT,FTA,FT_PCT,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG_OPP,FGA_OPP,FG_PCT_OPP,FG3_OPP,FG3A_OPP,FG3_PCT_OPP,FT_OPP,FTA_OPP,FT_PCT_OPP,ORB_OPP,DRB_OPP,TRB_OPP,AST_OPP,STL_OPP,BLK_OPP,TOV_OPP,PF_OPP
0,2022,2022-03-01,AWAY,DET,113,WAS,116,LOSS,43,90,.478,8,27,.296,19,23,.826,14,29,43,23,9,3,12,21,41,82,.500,13,26,.500,21,26,.808,12,30,42,29,6,8,15,22
0,2022,2022-03-01,HOME,WAS,116,DET,113,WIN,41,82,.500,13,26,.500,21,26,.808,12,30,42,29,6,8,15,22,43,90,.478,8,27,.296,19,23,.826,14,29,43,23,9,3,12,21
0,2022,2022-03-01,AWAY,ATL,98,BOS,107,LOSS,36,83,.434,7,31,.226,19,24,.792,5,32,37,15,8,4,10,20,39,83,.470,11,35,.314,18,19,.947,11,36,47,27,4,8,14,20
0,2022,2022-03-01,HOME,BOS,107,ATL,98,WIN,39,83,.470,11,35,.314,18,19,.947,11,36,47,27,4,8,14,20,36,83,.434,7,31,.226,19,24,.792,5,32,37,15,8,4,10,20
0,2022,2022-03-01,AWAY,BRK,108,TOR,109,LOSS,42,84,.500,10,25,.400,14,19,.737,7,30,37,21,3,5,12,21,41,90,.456,7,23,.304,20,23,.870,16,32,48,27,5,2,13,19
0,2022,2022-03-01,HOME,TOR,109,BRK,108,WIN,41,90,.456,7,23,.304,20,23,.870,16,32,48,27,5,2,13,19,42,84,.500,10,25,.400,14,19,.737,7,30,37,21,3,5,12,21
0,2022,2022-03-01,AWAY,LAC,113,HOU,100,WIN,42,96,.438,13,31,.419,16,17,.941,17,38,55,24,7,8,16,19,38,96,.396,13,39,.333,11,17,.647,14,31,45,21,8,6,14,18
0,2022,2022-03-01,HOME,HOU,100,LAC,113,LOSS,38,96,.396,13,39,.333,11,17,.647,14,31,45,21,8,6,14,18,42,96,.438,13,31,.419,16,17,.941,17,38,55,24,7,8,16,19
0,2022,2022-03-01,AWAY,GSW,114,MIN,129,LOSS,41,90,.456,13,45,.289,19,22,.864,8,32,40,26,11,3,17,25,47,89,.528,16,40,.400,19,23,.826,6,36,42,27,10,2,16,20
0,2022,2022-03-01,HOME,MIN,129,GSW,114,WIN,47,89,.528,16,40,.400,19,23,.826,6,36,42,27,10,2,16,20,41,90,.456,13,45,.289,19,22,.864,8,32,40,26,11,3,17,25
0,2022,2022-03-01,AWAY,DAL,109,LAL,104,WIN,41,82,.500,10,35,.286,17,27,.630,10,35,45,24,8,7,14,19,37,82,.451,14,34,.412,16,20,.800,4,33,37,22,8,6,12,20
0,2022,2022-03-01,HOME,LAL,104,DAL,109,LOSS,37,82,.451,14,34,.412,16,20,.800,4,33,37,22,8,6,12,20,41,82,.500,10,35,.286,17,27,.630,10,35,45,24,8,7,14,19
0,2022,2022-03-02,AWAY,CHO,119,CLE,98,WIN,43,85,.506,17,38,.447,16,22,.727,9,36,45,32,10,5,12,21,37,79,.468,10,31,.323,14,21,.667,4,33,37,21,6,1,14,18
0,2022,2022-03-02,HOME,CLE,98,CHO,119,LOSS,37,79,.468,10,31,.323,14,21,.667,4,33,37,21,6,1,14,18,43,85,.506,17,38,.447,16,22,.727,9,36,45,32,10,5,12,21
0,2022,2022-03-02,AWAY,IND,122,ORL,114,WIN,41,94,.436,12,37,.324,28,35,.800,14,40,54,23,12,7,18,19,44,97,.454,10,32,.313,16,20,.800,12,40,52,22,12,5,20,28
