,SEASON,DATE,HOME/AWAY,TEAM,PTS,TEAM_OPP,PTS_OPP,WIN/LOSS,FG,FGA,FG_PCT,FG3,FG3A,FG3_PCT,FT,FTA,FT_PCT,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG_OPP,FGA_OPP,FG_PCT_OPP,FG3_OPP,FG3A_OPP,FG3_PCT_OPP,FT_OPP,FTA_OPP,FT_PCT_OPP,ORB_OPP,DRB_OPP,TRB_OPP,AST_OPP,STL_OPP,BLK_OPP,TOV_OPP,PF_OPP
0,2023,2023-02-01,AWAY,POR,122,MEM,112,WIN,41,87,.471,14,36,.389,26,27,.963,9,32,41,24,3,5,13,22,41,87,.471,9,37,.243,21,28,.750,12,32,44,28,8,7,13,22
0,2023,2023-02-01,HOME,MEM,112,POR,122,LOSS,41,87,.471,9,37,.243,21,28,.750,12,32,44,28,8,7,13,22,41,87,.471,14,36,.389,26,27,.963,9,32,41,24,3,5,13,22
0,2023,2023-02-01,AWAY,ORL,94,PHI,105,LOSS,33,87,.379,6,38,.158,22,29,.759,12,34,46,12,10,4,15,21,34,78,.436,14,35,.400,23,26,.885,7,36,43,27,7,4,19,24
0,2023,2023-02-01,HOME,PHI,105,ORL,94,WIN,34,78,.436,14,35,.400,23,26,.885,7,36,43,27,7,4,19,24,33,87,.379,6,38,.158,22,29,.759,12,34,46,12,10,4,15,21
0,2023,2023-02-01,AWAY,BRK,96,BOS,139,LOSS,36,88,.409,9,39,.231,15,18,.833,5,27,32,19,8,1,7,12,53,92,.576,26,54,.481,7,10,.700,11,46,57,28,4,4,12,13
0,2023,2023-02-01,HOME,BOS,139,BRK,96,WIN,53,92,.576,26,54,.481,7,10,.700,11,46,57,28,4,4,12,13,36,88,.409,9,39,.231,15,18,.833,5,27,32,19,8,1,7,12
0,2023,2023-02-01,AWAY,OKC,106,HOU,112,LOSS,38,103,.369,12,43,.279,18,22,.818,24,28,52,22,11,6,10,23,41,94,.436,7,23,.304,23,31,.742,24,41,65,20,6,12,18,20
0,2023,2023-02-01,HOME,HOU,112,OKC,106,WIN,41,94,.436,7,23,.304,23,31,.742,24,41,65,20,6,12,18,20,38,103,.369,12,43,.279,18,22,.818,24,28,52,22,11,6,10,23
0,2023,2023-02-01,AWAY,GSW,114,MIN,119,LOSS,38,91,.418,11,35,.314,27,34,.794,9,49,58,21,7,4,17,24,46,106,.434,14,50,.280,13,24,.542,10,43,53,26,5,7,11,23
0,2023,2023-02-01,HOME,MIN,119,GSW,114,WIN,46,106,.434,14,50,.280,13,24,.542,10,43,53,26,5,7,11,23,38,91,.418,11,35,.314,27,34,.794,9,49,58,21,7,4,17,24
