,SEASON,DATE,HOME/AWAY,TEAM,PTS,TEAM_OPP,PTS_OPP,WIN/LOSS,FG,FGA,FG_PCT,FG3,FG3A,FG3_PCT,FT,FTA,FT_PCT,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG_OPP,FGA_OPP,FG_PCT_OPP,FG3_OPP,FG3A_OPP,FG3_PCT_OPP,FT_OPP,FTA_OPP,FT_PCT_OPP,ORB_OPP,DRB_OPP,TRB_OPP,AST_OPP,STL_OPP,BLK_OPP,TOV_OPP,PF_OPP
0,2025,2025-04-01,AWAY,POR,127,ATL,113,WIN,47,103,.456,13,41,.317,20,27,.741,19,35,54,30,13,5,17,18,41,92,.446,7,32,.219,24,28,.857,12,33,45,26,12,8,20,22
0,2025,2025-04-01,HOME,ATL,113,POR,127,LOSS,41,92,.446,7,32,.219,24,28,.857,12,33,45,26,12,8,20,22,47,103,.456,13,41,.317,20,27,.741,19,35,54,30,13,5,17,18
0,2025,2025-04-01,AWAY,PHO,123,MIL,133,LOSS,44,92,.478,18,45,.400,17,21,.810,15,18,33,26,6,0,14,19,51,74,.689,17,29,.586,14,15,.933,3,26,29,32,6,5,20,22
0,2025,2025-04-01,HOME,MIL,133,PHO,123,WIN,51,74,.689,17,29,.586,14,15,.933,3,26,29,32,6,5,20,22,44,92,.478,18,45,.400,17,21,.810,15,18,33,26,6,0,14,19
0,2025,2025-04-01,AWAY,PHI,91,NYK,105,LOSS,34,81,.420,6,31,.194,17,22,.773,13,29,42,23,11,5,20,21,36,85,.424,12,31,.387,21,26,.808,14,30,44,23,10,4,19,18
0,2025,2025-04-01,HOME,NYK,105,PHI,91,WIN,36,85,.424,12,31,.387,21,26,.808,14,30,44,23,10,4,19,18,34,81,.420,6,31,.194,17,22,.773,13,29,42,23,11,5,20,21
0,2025,2025-04-01,AWAY,TOR,118,CHI,137,LOSS,44,97,.454,20,45,.444,10,11,.909,9,26,35,35,7,3,12,20,50,88,.568,14,34,.412,23,27,.852,10,39,49,36,10,2,12,9
0,2025,2025-04-01,HOME,CHI,137,TOR,118,WIN,50,88,.568,14,34,.412,23,27,.852,10,39,49,36,10,2,12,9,44,97,.454,20,45,.444,10,11,.909,9,26,35,35,7,3,12,20
0,2025,2025-04-01,AWAY,GSW,134,MEM,125,WIN,42,99,.424,22,56,.393,28,28,1.000,15,34,49,29,11,3,11,22,44,92,.478,18,44,.409,19,22,.864,8,35,43,22,7,6,16,23
0,2025,2025-04-01,HOME,MEM,125,GSW,134,LOSS,44,92,.478,18,44,.409,19,22,.864,8,35,43,22,7,6,16,23,42,99,.424,22,56,.393,28,28,1.000,15,34,49,29,11,3,11,22
0,2025,2025-04-01,AWAY,ORL,116,SAS,105,WIN,43,90,.478,18,47,.383,12,12,1.000,10,31,41,28,12,7,13,15,40,81,.494,13,32,.406,12,17,.706,9,29,38,24,7,4,17,14
0,2025,2025-04-01,HOME,SAS,105,ORL,116,LOSS,40,81,.494,13,32,.406,12,17,.706,9,29,38,24,7,4,17,14,43,90,.478,18,47,.383,12,12,1.000,10,31,41,28,12,7,13,15
0,2025,2025-04-01,AWAY,MIN,140,DEN,139,WIN,52,111,.468,19,50,.380,17,25,.680,21,31,52,35,5,2,14,34,47,86,.547,12,34,.353,33,44,.750,8,37,45,33,7,7,18,22
0,2025,2025-04-01,HOME,DEN,139,MIN,140,LOSS,47,86,.547,12,34,.353,33,44,.750,8,37,45,33,7,7,18,22,52,111,.468,19,50,.380,17,25,.680,21,31,52,35,5,2,14,34
0,2025,2025-04-02,AWAY,NYK,105,CLE,124,LOSS,40,90,.444,11,36,.306,14,17,.824,15,24,39,24,7,2,16,19,50,94,.532,12,37,.324,12,14,.857,15,29,44,23,8,5,13,18
0,2025,2025-04-02,HOME,CLE,124,NYK,105,WIN,50,94,.532,12,37,.324,12,14,.857,15,29,44,23,8,5,13,18,40,90,.444,11,36,.306,14,17,.824,15,24,39,24,7,2,16,19
0,2025,2025-04-02,AWAY,CHO,105,IND,119,LOSS,41,78,.526,10,24,.417,13,18,.722,9,35,44,20,3,2,18,15,47,95,.495,18,44,.409,7,10,.700,11,27,38,29,10,6,6,16
0,2025,2025-04-02,HOME,IND,119,CHO,105,WIN,47,95,.495,18,44,.409,7,10,.700,11,27,38,29,10,6,6,16,41,78,.526,10,24,.417,13,18,.722,9,35,44,20,3,2,18,15
0,2025,2025-04-02,AWAY,SAC,111,WAS,116,LOSS,40,95,.421,10,39,.256,21,28,.750,17,31,48,25,10,3,11,16,43,84,.512,17,43,.395,13,18,.722,7,34,41,24,6,3,14,21
0,2025,2025-04-02,HOME,WAS,116,SAC,111,WIN,43,84,.512,17,43,.395,13,18,.722,7,34,41,24,6,3,14,21,40,95,.421,10,39,.256,21,28,.750,17,31,48,25,10,3,11,16
0,2025,2025-04-02,AWAY,MIA,124,BOS,103,WIN,43,83,.518,14,30,.467,24,27,.889,11,23,34,28,9,2,5,13,39,87,.448,12,43,.279,13,16,.813,19,24,43,24,3,6,13,17
0,2025,2025-04-02,HOME,BOS,103,MIA,124,LOSS,39,87,.448,12,43,.279,13,16,.813,19,24,43,24,3,6,13,17,43,83,.518,14,30,.467,24,27,.889,11,23,34,28,9,2,5,13
0,2025,2025-04-02,AWAY,UTA,105,HOU,143,LOSS,40,94,.426,10,40,.250,15,23,.652,10,29,39,25,7,6,10,14,56,104,.538,19,45,.422,12,19,.632,18,45,63,30,4,6,10,18
0,2025,2025-04-02,HOME,HOU,143,UTA,105,WIN,56,104,.538,19,45,.422,12,19,.632,18,45,63,30,4,6,10,18,40,94,.426,10,40,.250,15,23,.652,10,29,39,25,7,6,10,14
0,2025,2025-04-02,AWAY,ATL,118,DAL,120,LOSS,42,97,.433,15,39,.385,19,22,.864,12,31,43,29,7,3,11,19,44,83,.530,15,33,.455,17,21,.810,4,38,42,27,7,8,15,16
0,2025,2025-04-02,HOME,DAL,120,ATL,118,WIN,44,83,.530,15,33,.455,17,21,.810,4,38,42,27,7,8,15,16,42,97,.433,15,39,.385,19,22,.864,12,31,43,29,7,3,11,19
0,2025,2025-04-02,AWAY,SAS,113,DEN,106,WIN,43,97,.443,17,46,.370,10,13,.769,8,44,52,27,6,5,10,17,38,96,.396,13,44,.295,17,25,.680,14,44,58,24,7,4,12,12
0,2025,2025-04-02,HOME,DEN,106,SAS,113,LOSS,38,96,.396,13,44,.295,17,25,.680,14,44,58,24,7,4,12,12,43,97,.443,17,46,.370,10,13,.769,8,44,52,27,6,5,10,17
0,2025,2025-04-02,AWAY,DET,103,OKC,119,LOSS,36,89,.404,10,33,.303,21,25,.840,11,32,43,20,5,7,19,25,42,96,.438,10,38,.263,25,31,.806,13,33,46,25,12,11,10,19
0,2025,2025-04-02,HOME,OKC,119,DET,103,WIN,42,96,.438,10,38,.263,25,31,.806,13,33,46,25,12,11,10,19,36,89,.404,10,33,.303,21,25,.840,11,32,43,20,5,7,19,25
0,2025,2025-04-02,AWAY,NOP,98,LAC,114,LOSS,43,85,.506,4,22,.182,8,11,.727,7,32,39,29,9,4,17,21,40,76,.526,13,32,.406,21,26,.808,2,28,30,27,9,4,13,9
0,2025,2025-04-02,HOME,LAC,114,NOP,98,WIN,40,76,.526,13,32,.406,21,26,.808,2,28,30,27,9,4,13,9,43,85,.506,4,22,.182,8,11,.727,7,32,39,29,9,4,17,21
0,2025,2025-04-03,AWAY,MIL,126,PHI,113,WIN,46,82,.561,16,31,.516,18,27,.667,8,32,40,32,7,7,11,14,43,89,.483,12,39,.308,15,19,.789,11,29,40,30,8,4,15,18
0,2025,2025-04-03,HOME,PHI,113,MIL,126,LOSS,43,89,.483,12,39,.308,15,19,.789,11,29,40,30,8,4,15,18,46,82,.561,16,31,.516,18,27,.667,8,32,40,32,7,7,11,14
0,2025,2025-04-03,AWAY,ORL,109,WAS,97,WIN,38,82,.463,11,30,.367,22,25,.880,13,34,47,27,7,8,12,12,38,85,.447,12,30,.400,9,11,.818,8,30,38,16,4,3,13,20
0,2025,2025-04-03,HOME,WAS,97,ORL,109,LOSS,38,85,.447,12,30,.400,9,11,.818,8,30,38,16,4,3,13,20,38,82,.463,11,30,.367,22,25,.880,13,34,47,27,7,8,12,12
