,SEASON,DATE,HOME/AWAY,TEAM,PTS,TEAM_OPP,PTS_OPP,WIN/LOSS,FG,FGA,FG_PCT,FG3,FG3A,FG3_PCT,FT,FTA,FT_PCT,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG_OPP,FGA_OPP,FG_PCT_OPP,FG3_OPP,FG3A_OPP,FG3_PCT_OPP,FT_OPP,FTA_OPP,FT_PCT_OPP,ORB_OPP,DRB_OPP,TRB_OPP,AST_OPP,STL_OPP,BLK_OPP,TOV_OPP,PF_OPP
0,2025,2024-10-22,AWAY,NYK,109,BOS,132,LOSS,43,78,.551,11,30,.367,12,16,.750,5,29,34,20,2,3,12,12,48,95,.505,29,61,.475,7,8,.875,11,29,40,33,6,3,4,15
0,2025,2024-10-22,HOME,BOS,132,NYK,109,WIN,48,95,.505,29,61,.475,7,8,.875,11,29,40,33,6,3,4,15,43,78,.551,11,30,.367,12,16,.750,5,29,34,20,2,3,12,12
0,2025,2024-10-22,AWAY,MIN,103,LAL,110,LOSS,35,85,.412,13,41,.317,20,27,.741,12,35,47,17,4,1,16,22,42,95,.442,5,30,.167,21,25,.840,15,31,46,22,7,8,7,22
0,2025,2024-10-22,HOME,LAL,110,MIN,103,WIN,42,95,.442,5,30,.167,21,25,.840,15,31,46,22,7,8,7,22,35,85,.412,13,41,.317,20,27,.741,12,35,47,17,4,1,16,22
0,2025,2024-10-23,AWAY,IND,115,DET,109,WIN,42,83,.506,9,31,.290,22,25,.880,7,32,39,32,10,8,15,23,38,88,.432,9,33,.273,24,28,.857,12,26,38,22,6,2,14,21
0,2025,2024-10-23,HOME,DET,109,IND,115,LOSS,38,88,.432,9,33,.273,24,28,.857,12,26,38,22,6,2,14,21,42,83,.506,9,31,.290,22,25,.880,7,32,39,32,10,8,15,23
0,2025,2024-10-23,AWAY,BRK,116,ATL,120,LOSS,40,91,.440,17,43,.395,19,25,.760,12,31,43,21,8,6,19,32,39,80,.488,9,28,.321,33,46,.717,12,33,45,25,12,9,16,20
0,2025,2024-10-23,HOME,ATL,120,BRK,116,WIN,39,80,.488,9,28,.321,33,46,.717,12,33,45,25,12,9,16,20,40,91,.440,17,43,.395,19,25,.760,12,31,43,21,8,6,19,32
0,2025,2024-10-23,AWAY,ORL,116,MIA,97,WIN,41,96,.427,18,49,.367,16,22,.727,18,39,57,28,8,8,14,21,32,82,.390,11,34,.324,22,29,.759,9,32,41,24,5,8,11,19
0,2025,2024-10-23,HOME,MIA,97,ORL,116,LOSS,32,82,.390,11,34,.324,22,29,.759,9,32,41,24,5,8,11,19,41,96,.427,18,49,.367,16,22,.727,18,39,57,28,8,8,14,21
0,2025,2024-10-23,AWAY,MIL,124,PHI,109,WIN,43,80,.538,16,37,.432,22,31,.710,8,38,46,27,4,9,14,23,41,98,.418,8,31,.258,19,27,.704,17,32,49,18,4,2,10,28
0,2025,2024-10-23,HOME,PHI,109,MIL,124,LOSS,41,98,.418,8,31,.258,19,27,.704,17,32,49,18,4,2,10,28,43,80,.538,16,37,.432,22,31,.710,8,38,46,27,4,9,14,23
0,2025,2024-10-23,AWAY,CLE,136,TOR,106,WIN,51,87,.586,14,30,.467,20,26,.769,8,28,36,29,10,9,13,22,36,86,.419,12,31,.387,22,29,.759,14,24,38,25,8,6,19,24
