,SEASON,DATE,HOME/AWAY,TEAM,PTS,TEAM_OPP,PTS_OPP,WIN/LOSS,FG,FGA,FG_PCT,FG3,FG3A,FG3_PCT,FT,FTA,FT_PCT,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG_OPP,FGA_OPP,FG_PCT_OPP,FG3_OPP,FG3A_OPP,FG3_PCT_OPP,FT_OPP,FTA_OPP,FT_PCT_OPP,ORB_OPP,DRB_OPP,TRB_OPP,AST_OPP,STL_OPP,BLK_OPP,TOV_OPP,PF_OPP
0,2025,2024-11-01,AWAY,BOS,124,CHO,109,WIN,41,86,.477,13,42,.310,29,35,.829,11,30,41,21,12,5,10,13,42,91,.462,19,48,.396,6,12,.500,12,30,42,20,5,5,16,26
0,2025,2024-11-01,HOME,CHO,109,BOS,124,LOSS,42,91,.462,19,48,.396,6,12,.500,12,30,42,20,5,5,16,26,41,86,.477,13,42,.310,29,35,.829,11,30,41,21,12,5,10,13
0,2025,2024-11-01,AWAY,ORL,109,CLE,120,LOSS,41,90,.456,11,33,.333,16,24,.667,7,32,39,26,10,4,14,17,44,87,.506,15,38,.395,17,20,.850,7,42,49,25,6,4,13,21
0,2025,2024-11-01,HOME,CLE,120,ORL,109,WIN,44,87,.506,15,38,.395,17,20,.850,7,42,49,25,6,4,13,21,41,90,.456,11,33,.333,16,24,.667,7,32,39,26,10,4,14,17
0,2025,2024-11-01,AWAY,NYK,128,DET,98,WIN,52,101,.515,18,38,.474,6,10,.600,12,33,45,31,16,3,10,14,41,81,.506,11,34,.324,5,7,.714,6,32,38,23,6,9,22,12
0,2025,2024-11-01,HOME,DET,98,NYK,128,LOSS,41,81,.506,11,34,.324,5,7,.714,6,32,38,23,6,9,22,12,52,101,.515,18,38,.474,6,10,.600,12,33,45,31,16,3,10,14
0,2025,2024-11-01,AWAY,SAC,123,ATL,115,WIN,43,89,.483,11,33,.333,26,30,.867,10,41,51,28,9,4,14,21,41,92,.446,19,50,.380,14,18,.778,8,32,40,30,8,4,13,22
0,2025,2024-11-01,HOME,ATL,115,SAC,123,LOSS,41,92,.446,19,50,.380,14,18,.778,8,32,40,30,8,4,13,22,43,89,.483,11,33,.333,26,30,.867,10,41,51,28,9,4,14,21
0,2025,2024-11-01,AWAY,CHI,112,BRK,120,LOSS,38,88,.432,17,44,.386,19,24,.792,10,34,44,24,5,3,16,15,49,94,.521,11,36,.306,11,13,.846,9,37,46,34,11,6,11,20
0,2025,2024-11-01,HOME,BRK,120,CHI,112,WIN,49,94,.521,11,36,.306,11,13,.846,9,37,46,34,11,6,11,20,38,88,.432,17,44,.386,19,24,.792,10,34,44,24,5,3,16,15
0,2025,2024-11-01,AWAY,LAL,131,TOR,125,WIN,42,88,.477,11,32,.344,36,41,.878,9,34,43,29,6,5,10,17,52,107,.486,10,35,.286,11,13,.846,15,29,44,35,4,6,11,29
0,2025,2024-11-01,HOME,TOR,125,LAL,131,LOSS,52,107,.486,10,35,.286,11,13,.846,15,29,44,35,4,6,11,29,42,88,.477,11,32,.344,36,41,.878,9,34,43,29,6,5,10,17
0,2025,2024-11-01,AWAY,IND,118,NOP,125,LOSS,46,89,.517,16,38,.421,10,13,.769,6,33,39,35,3,3,14,21,49,101,.485,12,31,.387,15,19,.789,15,31,46,28,8,4,8,15
0,2025,2024-11-01,HOME,NOP,125,IND,118,WIN,49,101,.485,12,31,.387,15,19,.789,15,31,46,28,8,4,8,15,46,89,.517,16,38,.421,10,13,.769,6,33,39,35,3,3,14,21
0,2025,2024-11-01,AWAY,DEN,116,MIN,119,LOSS,41,92,.446,11,32,.344,23,29,.793,17,29,46,30,11,2,15,18,43,83,.518,18,42,.429,15,18,.833,8,30,38,34,8,9,17,22
0,2025,2024-11-01,HOME,MIN,119,DEN,116,WIN,43,83,.518,18,42,.429,15,18,.833,8,30,38,34,8,9,17,22,41,92,.446,11,32,.344,23,29,.793,17,29,46,30,11,2,15,18
0,2025,2024-11-01,AWAY,OKC,137,POR,114,WIN,51,95,.537,19,49,.388,16,19,.842,14,31,45,31,14,9,13,29,39,83,.470,15,35,.429,21,31,.677,11,25,36,27,8,5,19,17
0,2025,2024-11-01,HOME,POR,114,OKC,137,LOSS,39,83,.470,15,35,.429,21,31,.677,11,25,36,27,8,5,19,17,51,95,.537,19,49,.388,16,19,.842,14,31,45,31,14,9,13,29
0,2025,2024-11-02,AWAY,BOS,113,CHO,103,WIN,36,82,.439,16,52,.308,25,28,.893,8,36,44,23,4,4,15,17,40,91,.440,17,42,.405,6,9,.667,7,27,34,24,10,1,13,25
