,SEASON,DATE,HOME/AWAY,TEAM,PTS,TEAM_OPP,PTS_OPP,WIN/LOSS,FG,FGA,FG_PCT,FG3,FG3A,FG3_PCT,FT,FTA,FT_PCT,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG_OPP,FGA_OPP,FG_PCT_OPP,FG3_OPP,FG3A_OPP,FG3_PCT_OPP,FT_OPP,FTA_OPP,FT_PCT_OPP,ORB_OPP,DRB_OPP,TRB_OPP,AST_OPP,STL_OPP,BLK_OPP,TOV_OPP,PF_OPP
0,2024,2024-04-01,AWAY,BOS,118,CHO,104,WIN,43,89,.483,19,53,.358,13,16,.813,11,40,51,28,3,3,11,15,41,91,.451,13,37,.351,9,11,.818,8,32,40,28,3,2,7,15
0,2024,2024-04-01,HOME,CHO,104,BOS,118,LOSS,41,91,.451,13,37,.351,9,11,.818,8,32,40,28,3,2,7,15,43,89,.483,19,53,.358,13,16,.813,11,40,51,28,3,3,11,15
0,2024,2024-04-01,AWAY,MEM,110,DET,108,WIN,40,91,.440,11,33,.333,19,23,.826,15,29,44,28,11,9,13,18,40,79,.506,11,28,.393,17,22,.773,9,32,41,22,7,9,14,16
0,2024,2024-04-01,HOME,DET,108,MEM,110,LOSS,40,79,.506,11,28,.393,17,22,.773,9,32,41,22,7,9,14,16,40,91,.440,11,33,.333,19,23,.826,15,29,44,28,11,9,13,18
0,2024,2024-04-01,AWAY,BRK,111,IND,133,LOSS,41,87,.471,10,26,.385,19,28,.679,12,31,43,20,3,4,15,19,53,103,.515,13,31,.419,14,17,.824,14,33,47,35,6,9,10,21
0,2024,2024-04-01,HOME,IND,133,BRK,111,WIN,53,103,.515,13,31,.419,14,17,.824,14,33,47,35,6,9,10,21,41,87,.471,10,26,.385,19,28,.679,12,31,43,20,3,4,15,19
0,2024,2024-04-01,AWAY,POR,103,ORL,104,LOSS,40,90,.444,11,31,.355,12,15,.800,11,33,44,28,9,3,11,21,36,76,.474,11,32,.344,21,27,.778,9,34,43,26,4,6,16,17
0,2024,2024-04-01,HOME,ORL,104,POR,103,WIN,36,76,.474,11,32,.344,21,27,.778,9,34,43,26,4,6,16,17,40,90,.444,11,31,.355,12,15,.800,11,33,44,28,9,3,11,21
0,2024,2024-04-01,AWAY,ATL,113,CHI,101,WIN,41,82,.500,19,40,.475,12,18,.667,8,37,45,29,4,5,15,21,37,94,.394,7,28,.250,20,24,.833,16,35,51,17,8,2,8,17
0,2024,2024-04-01,HOME,CHI,101,ATL,113,LOSS,37,94,.394,7,28,.250,20,24,.833,16,35,51,17,8,2,8,17,41,82,.500,19,40,.475,12,18,.667,8,37,45,29,4,5,15,21
0,2024,2024-04-01,AWAY,PHO,124,NOP,111,WIN,43,87,.494,18,47,.383,20,25,.800,16,33,49,29,7,6,14,21,42,89,.472,11,27,.407,16,24,.667,12,25,37,29,10,1,9,17
0,2024,2024-04-01,HOME,NOP,111,PHO,124,LOSS,42,89,.472,11,27,.407,16,24,.667,12,25,37,29,10,1,9,17,43,87,.494,18,47,.383,20,25,.800,16,33,49,29,7,6,14,21
0,2024,2024-04-02,AWAY,LAL,128,TOR,111,WIN,52,101,.515,18,41,.439,6,12,.500,13,34,47,38,6,8,15,17,43,89,.483,10,32,.313,15,21,.714,5,35,40,25,11,6,17,19
0,2024,2024-04-02,HOME,TOR,111,LAL,128,LOSS,43,89,.483,10,32,.313,15,21,.714,5,35,40,25,11,6,17,19,52,101,.515,18,41,.439,6,12,.500,13,34,47,38,6,8,15,17
0,2024,2024-04-02,AWAY,MIL,113,WAS,117,LOSS,45,103,.437,11,48,.229,12,18,.667,18,39,57,31,8,6,12,17,47,93,.505,9,38,.237,14,17,.824,5,39,44,26,9,2,11,20
0,2024,2024-04-02,HOME,WAS,117,MIL,113,WIN,47,93,.505,9,38,.237,14,17,.824,5,39,44,26,9,2,11,20,45,103,.437,11,48,.229,12,18,.667,18,39,57,31,8,6,12,17
0,2024,2024-04-02,AWAY,NYK,99,MIA,109,LOSS,35,76,.461,12,34,.353,17,21,.810,7,23,30,25,11,2,14,17,36,74,.486,17,38,.447,20,21,.952,7,32,39,24,5,4,18,17
